task_id,phase,phase_name,priority,title,description,dependencies,requirement_ids,deliverable,acceptance_test,status,owner,notes
P16-T007,P16,"Operational dashboard, analytics, audit and system status",P1,"Use database indexes/aggregations appropriate for 100,000 analysis records; avoid loading all rows into application memo","Use database indexes/aggregations appropriate for 100,000 analysis records; avoid loading all rows into application memory.","P05,P13,P15","FR-ADM-005,FR-ADM-006,FR-ADM-007,FR-AUD-001,FR-AUD-002,FR-AUD-004,NFR-PERF-003",Admin dashboard; Operational search and exports; Audit-log UI; System status UI; Analytics tests,Aggregate values match seeded ground truth; Date/provider filters correct; Export limits and role permissions enforced; Dashboard avoids unbounded queries; Sensitive values masked in logs/UI; Status correctly reports unavailable dependencies,Not Started,Codex,
P16-T008,P16,"Operational dashboard, analytics, audit and system status",P1,"Add empty, loading, partial-data and unavailable-component states","Add empty, loading, partial-data and unavailable-component states.","P05,P13,P15","FR-ADM-005,FR-ADM-006,FR-ADM-007,FR-AUD-001,FR-AUD-002,FR-AUD-004,NFR-PERF-003",Admin dashboard; Operational search and exports; Audit-log UI; System status UI; Analytics tests,Aggregate values match seeded ground truth; Date/provider filters correct; Export limits and role permissions enforced; Dashboard avoids unbounded queries; Sensitive values masked in logs/UI; Status correctly reports unavailable dependencies,Not Started,Codex,
P16-T009,P16,"Operational dashboard, analytics, audit and system status",P1,Add chart/table accessibility and downloadable tabular alternatives,Add chart/table accessibility and downloadable tabular alternatives.,"P05,P13,P15","FR-ADM-005,FR-ADM-006,FR-ADM-007,FR-AUD-001,FR-AUD-002,FR-AUD-004,NFR-PERF-003",Admin dashboard; Operational search and exports; Audit-log UI; System status UI; Analytics tests,Aggregate values match seeded ground truth; Date/provider filters correct; Export limits and role permissions enforced; Dashboard avoids unbounded queries; Sensitive values masked in logs/UI; Status correctly reports unavailable dependencies,Not Started,Codex,
P16-T010,P16,"Operational dashboard, analytics, audit and system status",P1,Add analytics correctness and permission tests,Add analytics correctness and permission tests.,"P05,P13,P15","FR-ADM-005,FR-ADM-006,FR-ADM-007,FR-AUD-001,FR-AUD-002,FR-AUD-004,NFR-PERF-003",Admin dashboard; Operational search and exports; Audit-log UI; System status UI; Analytics tests,Aggregate values match seeded ground truth; Date/provider filters correct; Export limits and role permissions enforced; Dashboard avoids unbounded queries; Sensitive values masked in logs/UI; Status correctly reports unavailable dependencies,Not Started,Codex,
P17-T001,P17,"UI completion, accessibility, responsive and visual QA",P1,Perform a screen inventory against `06_UI_UX_IMPLEMENTATION_SPEC,"Perform a screen inventory against `06_UI_UX_IMPLEMENTATION_SPEC.md`; implement every missing loading, empty, error, retry, offline, permission and destructive-confirmation state.","P04,P05,P14,P15,P16","NFR-USE-001,NFR-USE-002,NFR-COMP-001",Complete final UI; Accessibility review; Responsive/viewport evidence; Visual regression baseline; Final screenshots,Critical journeys complete by keyboard/screen-reader-friendly controls; No colour-only status; No viewport overflow at agreed sizes; All forms announce errors; Screenshot/visual checks reviewed; Mobile primary analysis starts within the specified principal-action target,Not Started,Codex,
P17-T002,P17,"UI completion, accessibility, responsive and visual QA",P1,Apply final brand tokens while keeping semantic status accessible through text and icons,Apply final brand tokens while keeping semantic status accessible through text and icons.,"P04,P05,P14,P15,P16","NFR-USE-001,NFR-USE-002,NFR-COMP-001",Complete final UI; Accessibility review; Responsive/viewport evidence; Visual regression baseline; Final screenshots,Critical journeys complete by keyboard/screen-reader-friendly controls; No colour-only status; No viewport overflow at agreed sizes; All forms announce errors; Screenshot/visual checks reviewed; Mobile primary analysis starts within the specified principal-action target,Not Started,Codex,
P17-T003,P17,"UI completion, accessibility, responsive and visual QA",P1,"Ensure risk and verification presentation is consistent on cards, detail pages, PDFs and dashboards","Ensure risk and verification presentation is consistent on cards, detail pages, PDFs and dashboards.","P04,P05,P14,P15,P16","NFR-USE-001,NFR-USE-002,NFR-COMP-001",Complete final UI; Accessibility review; Responsive/viewport evidence; Visual regression baseline; Final screenshots,Critical journeys complete by keyboard/screen-reader-friendly controls; No colour-only status; No viewport overflow at agreed sizes; All forms announce errors; Screenshot/visual checks reviewed; Mobile primary analysis starts within the specified principal-action target,Not Started,Codex,
P17-T004,P17,"UI completion, accessibility, responsive and visual QA",P1,"Improve receipt image zoom/pan, OCR field-to-image highlighting and evidence explanations","Improve receipt image zoom/pan, OCR field-to-image highlighting and evidence explanations.","P04,P05,P14,P15,P16","NFR-USE-001,NFR-USE-002,NFR-COMP-001",Complete final UI; Accessibility review; Responsive/viewport evidence; Visual regression baseline; Final screenshots,Critical journeys complete by keyboard/screen-reader-friendly controls; No colour-only status; No viewport overflow at agreed sizes; All forms announce errors; Screenshot/visual checks reviewed; Mobile primary analysis starts within the specified principal-action target,Not Started,Codex,
P17-T005,P17,"UI completion, accessibility, responsive and visual QA",P1,"Review mobile keyboard, small-screen, safe-area, orientation and dynamic-text behaviour","Review mobile keyboard, small-screen, safe-area, orientation and dynamic-text behaviour.","P04,P05,P14,P15,P16","NFR-USE-001,NFR-USE-002,NFR-COMP-001",Complete final UI; Accessibility review; Responsive/viewport evidence; Visual regression baseline; Final screenshots,Critical journeys complete by keyboard/screen-reader-friendly controls; No colour-only status; No viewport overflow at agreed sizes; All forms announce errors; Screenshot/visual checks reviewed; Mobile primary analysis starts within the specified principal-action target,Not Started,Codex,
P17-T006,P17,"UI completion, accessibility, responsive and visual QA",P1,Review admin at required desktop/tablet widths; eliminate layout overflow and inaccessible table interactions,Review admin at required desktop/tablet widths; eliminate layout overflow and inaccessible table interactions.,"P04,P05,P14,P15,P16","NFR-USE-001,NFR-USE-002,NFR-COMP-001",Complete final UI; Accessibility review; Responsive/viewport evidence; Visual regression baseline; Final screenshots,Critical journeys complete by keyboard/screen-reader-friendly controls; No colour-only status; No viewport overflow at agreed sizes; All forms announce errors; Screenshot/visual checks reviewed; Mobile primary analysis starts within the specified principal-action target,Not Started,Codex,
P17-T007,P17,"UI completion, accessibility, responsive and visual QA",P1,"Add accessibility labels, landmarks, form descriptions, focus management, contrast checks and reduced-motion support","Add accessibility labels, landmarks, form descriptions, focus management, contrast checks and reduced-motion support.","P04,P05,P14,P15,P16","NFR-USE-001,NFR-USE-002,NFR-COMP-001",Complete final UI; Accessibility review; Responsive/viewport evidence; Visual regression baseline; Final screenshots,Critical journeys complete by keyboard/screen-reader-friendly controls; No colour-only status; No viewport overflow at agreed sizes; All forms announce errors; Screenshot/visual checks reviewed; Mobile primary analysis starts within the specified principal-action target,Not Started,Codex,
P17-T008,P17,"UI completion, accessibility, responsive and visual QA",P1,Run visual regression or screenshot comparison for critical screens,Run visual regression or screenshot comparison for critical screens.,"P04,P05,P14,P15,P16","NFR-USE-001,NFR-USE-002,NFR-COMP-001",Complete final UI; Accessibility review; Responsive/viewport evidence; Visual regression baseline; Final screenshots,Critical journeys complete by keyboard/screen-reader-friendly controls; No colour-only status; No viewport overflow at agreed sizes; All forms announce errors; Screenshot/visual checks reviewed; Mobile primary analysis starts within the specified principal-action target,Not Started,Codex,
P17-T009,P17,"UI completion, accessibility, responsive and visual QA",P1,Capture final UI screenshots separately from Chapter Three wireframes,Capture final UI screenshots separately from Chapter Three wireframes.,"P04,P05,P14,P15,P16","NFR-USE-001,NFR-USE-002,NFR-COMP-001",Complete final UI; Accessibility review; Responsive/viewport evidence; Visual regression baseline; Final screenshots,Critical journeys complete by keyboard/screen-reader-friendly controls; No colour-only status; No viewport overflow at agreed sizes; All forms announce errors; Screenshot/visual checks reviewed; Mobile primary analysis starts within the specified principal-action target,Not Started,Codex,
P17-T010,P17,"UI completion, accessibility, responsive and visual QA",P1,Conduct a user-journey review with non-technical copy and remove debug/internal terminology,Conduct a user-journey review with non-technical copy and remove debug/internal terminology.,"P04,P05,P14,P15,P16","NFR-USE-001,NFR-USE-002,NFR-COMP-001",Complete final UI; Accessibility review; Responsive/viewport evidence; Visual regression baseline; Final screenshots,Critical journeys complete by keyboard/screen-reader-friendly controls; No colour-only status; No viewport overflow at agreed sizes; All forms announce errors; Screenshot/visual checks reviewed; Mobile primary analysis starts within the specified principal-action target,Not Started,Codex,
P18-T001,P18,"Full hardening, security, performance and regression QA",P0,Run the complete test matrix in `09_TESTING_QA_RELEASE_PLAN,Run the complete test matrix in `09_TESTING_QA_RELEASE_PLAN.md` on a clean clone and clean database.,P17,"NFR-PERF-001,NFR-PERF-002,NFR-PERF-003,NFR-SEC-001,NFR-SEC-002,NFR-SEC-003,NFR-PRIV-001,NFR-REL-001,NFR-REL-002,NFR-ACC-001,NFR-ACC-002,NFR-USE-002,NFR-BACK-001",Complete regression suite; Security test report; Performance report; Backup/recovery evidence; Defect list and resolutions,Root verification command passes; Critical security test suite passes; No unresolved critical/high defect; Coverage reports meet targets or exception is documented; Performance results are measured and reproducible; Clean clone verification succeeds,Not Started,Codex,
P18-T002,P18,"Full hardening, security, performance and regression QA",P0,"Add missing backend unit/integration tests to meet coverage targets, prioritising auth, ownership, upload, verification,","Add missing backend unit/integration tests to meet coverage targets, prioritising auth, ownership, upload, verification, risk and case decisions.",P17,"NFR-PERF-001,NFR-PERF-002,NFR-PERF-003,NFR-SEC-001,NFR-SEC-002,NFR-SEC-003,NFR-PRIV-001,NFR-REL-001,NFR-REL-002,NFR-ACC-001,NFR-ACC-002,NFR-USE-002,NFR-BACK-001",Complete regression suite; Security test report; Performance report; Backup/recovery evidence; Defect list and resolutions,Root verification command passes; Critical security test suite passes; No unresolved critical/high defect; Coverage reports meet targets or exception is documented; Performance results are measured and reproducible; Clean clone verification succeeds,Not Started,Codex,
P18-T003,P18,"Full hardening, security, performance and regression QA",P0,Complete mobile and admin unit/component tests and critical Playwright/Detox-or-equivalent flows,Complete mobile and admin unit/component tests and critical Playwright/Detox-or-equivalent flows.,P17,"NFR-PERF-001,NFR-PERF-002,NFR-PERF-003,NFR-SEC-001,NFR-SEC-002,NFR-SEC-003,NFR-PRIV-001,NFR-REL-001,NFR-REL-002,NFR-ACC-001,NFR-ACC-002,NFR-USE-002,NFR-BACK-001",Complete regression suite; Security test report; Performance report; Backup/recovery evidence; Defect list and resolutions,Root verification command passes; Critical security test suite passes; No unresolved critical/high defect; Coverage reports meet targets or exception is documented; Performance results are measured and reproducible; Clean clone verification succeeds,Not Started,Codex,
P18-T004,P18,"Full hardening, security, performance and regression QA",P0,"Run upload abuse, IDOR, role bypass, token, rate-limit, injection, export and private-file tests","Run upload abuse, IDOR, role bypass, token, rate-limit, injection, export and private-file tests.",P17,"NFR-PERF-001,NFR-PERF-002,NFR-PERF-003,NFR-SEC-001,NFR-SEC-002,NFR-SEC-003,NFR-PRIV-001,NFR-REL-001,NFR-REL-002,NFR-ACC-001,NFR-ACC-002,NFR-USE-002,NFR-BACK-001",Complete regression suite; Security test report; Performance report; Backup/recovery evidence; Defect list and resolutions,Root verification command passes; Critical security test suite passes; No unresolved critical/high defect; Coverage reports meet targets or exception is documented; Performance results are measured and reproducible; Clean clone verification succeeds,Not Started,Codex,
P18-T005,P18,"Full hardening, security, performance and regression QA",P0,"Run dependency vulnerability audit, secret scan and static analysis; triage findings rather than hiding them","Run dependency vulnerability audit, secret scan and static analysis; triage findings rather than hiding them.",P17,"NFR-PERF-001,NFR-PERF-002,NFR-PERF-003,NFR-SEC-001,NFR-SEC-002,NFR-SEC-003,NFR-PRIV-001,NFR-REL-001,NFR-REL-002,NFR-ACC-001,NFR-ACC-002,NFR-USE-002,NFR-BACK-001",Complete regression suite; Security test report; Performance report; Backup/recovery evidence; Defect list and resolutions,Root verification command passes; Critical security test suite passes; No unresolved critical/high defect; Coverage reports meet targets or exception is documented; Performance results are measured and reproducible; Clean clone verification succeeds,Not Started,Codex,
P18-T006,P18,"Full hardening, security, performance and regression QA",P0,Run performance tests for login/history/upload/analysis and dashboard queries,Run performance tests for login/history/upload/analysis and dashboard queries. Record hardware/environment and actual results.,P17,"NFR-PERF-001,NFR-PERF-002,NFR-PERF-003,NFR-SEC-001,NFR-SEC-002,NFR-SEC-003,NFR-PRIV-001,NFR-REL-001,NFR-REL-002,NFR-ACC-001,NFR-ACC-002,NFR-USE-002,NFR-BACK-001",Complete regression suite; Security test report; Performance report; Backup/recovery evidence; Defect list and resolutions,Root verification command passes; Critical security test suite passes; No unresolved critical/high defect; Coverage reports meet targets or exception is documented; Performance results are measured and reproducible; Clean clone verification succeeds,Not Started,Codex,
P18-T007,P18,"Full hardening, security, performance and regression QA",P0,Run 25-concurrent-analysis prototype test or document the measured limit and bottleneck honestly,Run 25-concurrent-analysis prototype test or document the measured limit and bottleneck honestly.,P17,"NFR-PERF-001,NFR-PERF-002,NFR-PERF-003,NFR-SEC-001,NFR-SEC-002,NFR-SEC-003,NFR-PRIV-001,NFR-REL-001,NFR-REL-002,NFR-ACC-001,NFR-ACC-002,NFR-USE-002,NFR-BACK-001",Complete regression suite; Security test report; Performance report; Backup/recovery evidence; Defect list and resolutions,Root verification command passes; Critical security test suite passes; No unresolved critical/high defect; Coverage reports meet targets or exception is documented; Performance results are measured and reproducible; Clean clone verification succeeds,Not Started,Codex,
P18-T008,P18,"Full hardening, security, performance and regression QA",P0,"Verify backup/restore, migration rollback plan and storage/database consistency recovery","Verify backup/restore, migration rollback plan and storage/database consistency recovery.",P17,"NFR-PERF-001,NFR-PERF-002,NFR-PERF-003,NFR-SEC-001,NFR-SEC-002,NFR-SEC-003,NFR-PRIV-001,NFR-REL-001,NFR-REL-002,NFR-ACC-001,NFR-ACC-002,NFR-USE-002,NFR-BACK-001",Complete regression suite; Security test report; Performance report; Backup/recovery evidence; Defect list and resolutions,Root verification command passes; Critical security test suite passes; No unresolved critical/high defect; Coverage reports meet targets or exception is documented; Performance results are measured and reproducible; Clean clone verification succeeds,Not Started,Codex,
P18-T009,P18,"Full hardening, security, performance and regression QA",P0,"Test model artifact corruption, missing Tesseract, database interruption, storage failure and partial-analysis recovery","Test model artifact corruption, missing Tesseract, database interruption, storage failure and partial-analysis recovery.",P17,"NFR-PERF-001,NFR-PERF-002,NFR-PERF-003,NFR-SEC-001,NFR-SEC-002,NFR-SEC-003,NFR-PRIV-001,NFR-REL-001,NFR-REL-002,NFR-ACC-001,NFR-ACC-002,NFR-USE-002,NFR-BACK-001",Complete regression suite; Security test report; Performance report; Backup/recovery evidence; Defect list and resolutions,Root verification command passes; Critical security test suite passes; No unresolved critical/high defect; Coverage reports meet targets or exception is documented; Performance results are measured and reproducible; Clean clone verification succeeds,Not Started,Codex,
P18-T010,P18,"Full hardening, security, performance and regression QA",P0,Review logs for PII/secrets and validate audit completeness,Review logs for PII/secrets and validate audit completeness.,P17,"NFR-PERF-001,NFR-PERF-002,NFR-PERF-003,NFR-SEC-001,NFR-SEC-002,NFR-SEC-003,NFR-PRIV-001,NFR-REL-001,NFR-REL-002,NFR-ACC-001,NFR-ACC-002,NFR-USE-002,NFR-BACK-001",Complete regression suite; Security test report; Performance report; Backup/recovery evidence; Defect list and resolutions,Root verification command passes; Critical security test suite passes; No unresolved critical/high defect; Coverage reports meet targets or exception is documented; Performance results are measured and reproducible; Clean clone verification succeeds,Not Started,Codex,
P18-T011,P18,"Full hardening, security, performance and regression QA",P0,Create `docs/qa/P18_TEST_REPORT,"Create `docs/qa/P18_TEST_REPORT.md` with commands, versions, pass counts, failures and accepted risks.",P17,"NFR-PERF-001,NFR-PERF-002,NFR-PERF-003,NFR-SEC-001,NFR-SEC-002,NFR-SEC-003,NFR-PRIV-001,NFR-REL-001,NFR-REL-002,NFR-ACC-001,NFR-ACC-002,NFR-USE-002,NFR-BACK-001",Complete regression suite; Security test report; Performance report; Backup/recovery evidence; Defect list and resolutions,Root verification command passes; Critical security test suite passes; No unresolved critical/high defect; Coverage reports meet targets or exception is documented; Performance results are measured and reproducible; Clean clone verification succeeds,Not Started,Codex,
P19-T001,P19,"Staging deployment, release engineering and rollback",P0,"Create production Docker image with pinned dependencies, non-root runtime, Tesseract language data and health checks","Create production Docker image with pinned dependencies, non-root runtime, Tesseract language data and health checks.",P18,"FR-AUD-005,NFR-SEC-001,NFR-SEC-002,NFR-REL-001,NFR-BACK-001,NFR-COMP-001",Staging API/admin/mobile build or deploy-ready manifests; Release and rollback runbook; Environment/secrets checklist; Staging smoke evidence; Tagged release candidate,Health/readiness from staging; End-to-end safe receipt flow on staging; Private image URL not public; Migration revision matches application; Rollback rehearsal documented; No secret exposed in frontend/mobile bundles or repository,Not Started,Codex,
P19-T002,P19,"Staging deployment, release engineering and rollback",P0,"Create staging configuration for API, managed PostgreSQL and private S3-compatible storage","Create staging configuration for API, managed PostgreSQL and private S3-compatible storage. Use environment secrets, never committed credentials.",P18,"FR-AUD-005,NFR-SEC-001,NFR-SEC-002,NFR-REL-001,NFR-BACK-001,NFR-COMP-001",Staging API/admin/mobile build or deploy-ready manifests; Release and rollback runbook; Environment/secrets checklist; Staging smoke evidence; Tagged release candidate,Health/readiness from staging; End-to-end safe receipt flow on staging; Private image URL not public; Migration revision matches application; Rollback rehearsal documented; No secret exposed in frontend/mobile bundles or repository,Not Started,Codex,
P19-T003,P19,"Staging deployment, release engineering and rollback",P0,Deploy the administrator portal with correct API origin and security headers,Deploy the administrator portal with correct API origin and security headers.,P18,"FR-AUD-005,NFR-SEC-001,NFR-SEC-002,NFR-REL-001,NFR-BACK-001,NFR-COMP-001",Staging API/admin/mobile build or deploy-ready manifests; Release and rollback runbook; Environment/secrets checklist; Staging smoke evidence; Tagged release candidate,Health/readiness from staging; End-to-end safe receipt flow on staging; Private image URL not public; Migration revision matches application; Rollback rehearsal documented; No secret exposed in frontend/mobile bundles or repository,Not Started,Codex,
P19-T004,P19,"Staging deployment, release engineering and rollback",P0,Create Expo EAS configuration and an internal Android build; iOS build is conditional on account access,Create Expo EAS configuration and an internal Android build; iOS build is conditional on account access.,P18,"FR-AUD-005,NFR-SEC-001,NFR-SEC-002,NFR-REL-001,NFR-BACK-001,NFR-COMP-001",Staging API/admin/mobile build or deploy-ready manifests; Release and rollback runbook; Environment/secrets checklist; Staging smoke evidence; Tagged release candidate,Health/readiness from staging; End-to-end safe receipt flow on staging; Private image URL not public; Migration revision matches application; Rollback rehearsal documented; No secret exposed in frontend/mobile bundles or repository,Not Started,Codex,
P19-T005,P19,"Staging deployment, release engineering and rollback",P0,Run database migrations as an explicit release step; do not rely on multiple web workers racing migrations,Run database migrations as an explicit release step; do not rely on multiple web workers racing migrations.,P18,"FR-AUD-005,NFR-SEC-001,NFR-SEC-002,NFR-REL-001,NFR-BACK-001,NFR-COMP-001",Staging API/admin/mobile build or deploy-ready manifests; Release and rollback runbook; Environment/secrets checklist; Staging smoke evidence; Tagged release candidate,Health/readiness from staging; End-to-end safe receipt flow on staging; Private image URL not public; Migration revision matches application; Rollback rehearsal documented; No secret exposed in frontend/mobile bundles or repository,Not Started,Codex,
P19-T006,P19,"Staging deployment, release engineering and rollback",P0,"Create bootstrap-admin process, CORS/CSRF/cookie domain configuration and signed/private storage verification","Create bootstrap-admin process, CORS/CSRF/cookie domain configuration and signed/private storage verification.",P18,"FR-AUD-005,NFR-SEC-001,NFR-SEC-002,NFR-REL-001,NFR-BACK-001,NFR-COMP-001",Staging API/admin/mobile build or deploy-ready manifests; Release and rollback runbook; Environment/secrets checklist; Staging smoke evidence; Tagged release candidate,Health/readiness from staging; End-to-end safe receipt flow on staging; Private image URL not public; Migration revision matches application; Rollback rehearsal documented; No secret exposed in frontend/mobile bundles or repository,Not Started,Codex,
P19-T007,P19,"Staging deployment, release engineering and rollback",P0,"Configure HTTPS, request/body limits, log retention and backup schedule","Configure HTTPS, request/body limits, log retention and backup schedule.",P18,"FR-AUD-005,NFR-SEC-001,NFR-SEC-002,NFR-REL-001,NFR-BACK-001,NFR-COMP-001",Staging API/admin/mobile build or deploy-ready manifests; Release and rollback runbook; Environment/secrets checklist; Staging smoke evidence; Tagged release candidate,Health/readiness from staging; End-to-end safe receipt flow on staging; Private image URL not public; Migration revision matches application; Rollback rehearsal documented; No secret exposed in frontend/mobile bundles or repository,Not Started,Codex,
P19-T008,P19,"Staging deployment, release engineering and rollback",P0,Run staging smoke/E2E tests with safe test data,Run staging smoke/E2E tests with safe test data.,P18,"FR-AUD-005,NFR-SEC-001,NFR-SEC-002,NFR-REL-001,NFR-BACK-001,NFR-COMP-001",Staging API/admin/mobile build or deploy-ready manifests; Release and rollback runbook; Environment/secrets checklist; Staging smoke evidence; Tagged release candidate,Health/readiness from staging; End-to-end safe receipt flow on staging; Private image URL not public; Migration revision matches application; Rollback rehearsal documented; No secret exposed in frontend/mobile bundles or repository,Not Started,Codex,
P19-T009,P19,"Staging deployment, release engineering and rollback",P0,"Create release tag, release notes, deployment manifest and exact image/build identifiers","Create release tag, release notes, deployment manifest and exact image/build identifiers.",P18,"FR-AUD-005,NFR-SEC-001,NFR-SEC-002,NFR-REL-001,NFR-BACK-001,NFR-COMP-001",Staging API/admin/mobile build or deploy-ready manifests; Release and rollback runbook; Environment/secrets checklist; Staging smoke evidence; Tagged release candidate,Health/readiness from staging; End-to-end safe receipt flow on staging; Private image URL not public; Migration revision matches application; Rollback rehearsal documented; No secret exposed in frontend/mobile bundles or repository,Not Started,Codex,
P19-T010,P19,"Staging deployment, release engineering and rollback",P0,Test rollback of application version and document database rollback limitations,Test rollback of application version and document database rollback limitations.,P18,"FR-AUD-005,NFR-SEC-001,NFR-SEC-002,NFR-REL-001,NFR-BACK-001,NFR-COMP-001",Staging API/admin/mobile build or deploy-ready manifests; Release and rollback runbook; Environment/secrets checklist; Staging smoke evidence; Tagged release candidate,Health/readiness from staging; End-to-end safe receipt flow on staging; Private image URL not public; Migration revision matches application; Rollback rehearsal documented; No secret exposed in frontend/mobile bundles or repository,Not Started,Codex,
P19-T011,P19,"Staging deployment, release engineering and rollback",P0,Do not claim deployment when external account access is unavailable; provide ready-to-run manifests and exact blocker,Do not claim deployment when external account access is unavailable; provide ready-to-run manifests and exact blocker.,P18,"FR-AUD-005,NFR-SEC-001,NFR-SEC-002,NFR-REL-001,NFR-BACK-001,NFR-COMP-001",Staging API/admin/mobile build or deploy-ready manifests; Release and rollback runbook; Environment/secrets checklist; Staging smoke evidence; Tagged release candidate,Health/readiness from staging; End-to-end safe receipt flow on staging; Private image URL not public; Migration revision matches application; Rollback rehearsal documented; No secret exposed in frontend/mobile bundles or repository,Not Started,Codex,
P20-T001,P20,"Final documentation, evidence, cleanup and inspection handoff",P0,Resolve remaining TODO/FIXME markers or convert them into documented non-critical issues,Resolve remaining TODO/FIXME markers or convert them into documented non-critical issues.,P19,"NFR-AUD-001,NFR-MNT-001,NFR-DATA-001",Final handoff; Complete traceability; Updated diagrams/docs; Final verification evidence; Exact pushed review SHA,Clean clone setup passes; Full verification and CI pass at final SHA; All MUST requirements are implemented or approved exceptions; Final handoff links resolve; Git status clean and remote contains exact SHA,Not Started,Codex,
P20-T002,P20,"Final documentation, evidence, cleanup and inspection handoff",P0,"Update architecture, implemented ERD, API, state-machine and sequence documentation to match code","Update architecture, implemented ERD, API, state-machine and sequence documentation to match code.",P19,"NFR-AUD-001,NFR-MNT-001,NFR-DATA-001",Final handoff; Complete traceability; Updated diagrams/docs; Final verification evidence; Exact pushed review SHA,Clean clone setup passes; Full verification and CI pass at final SHA; All MUST requirements are implemented or approved exceptions; Final handoff links resolve; Git status clean and remote contains exact SHA,Not Started,Codex,
P20-T003,P20,"Final documentation, evidence, cleanup and inspection handoff",P0,Complete requirements traceability with exact code paths and test names,Complete requirements traceability with exact code paths and test names.,P19,"NFR-AUD-001,NFR-MNT-001,NFR-DATA-001",Final handoff; Complete traceability; Updated diagrams/docs; Final verification evidence; Exact pushed review SHA,Clean clone setup passes; Full verification and CI pass at final SHA; All MUST requirements are implemented or approved exceptions; Final handoff links resolve; Git status clean and remote contains exact SHA,Not Started,Codex,
P20-T004,P20,"Final documentation, evidence, cleanup and inspection handoff",P0,"Complete model cards, dataset cards, security report, test report, deployment report and limitations","Complete model cards, dataset cards, security report, test report, deployment report and limitations.",P19,"NFR-AUD-001,NFR-MNT-001,NFR-DATA-001",Final handoff; Complete traceability; Updated diagrams/docs; Final verification evidence; Exact pushed review SHA,Clean clone setup passes; Full verification and CI pass at final SHA; All MUST requirements are implemented or approved exceptions; Final handoff links resolve; Git status clean and remote contains exact SHA,Not Started,Codex,
P20-T005,P20,"Final documentation, evidence, cleanup and inspection handoff",P0,Capture final Chapter Four evidence listed in `13_DOCUMENTATION_AND_CHAPTER4_EVIDENCE,Capture final Chapter Four evidence listed in `13_DOCUMENTATION_AND_CHAPTER4_EVIDENCE.md`.,P19,"NFR-AUD-001,NFR-MNT-001,NFR-DATA-001",Final handoff; Complete traceability; Updated diagrams/docs; Final verification evidence; Exact pushed review SHA,Clean clone setup passes; Full verification and CI pass at final SHA; All MUST requirements are implemented or approved exceptions; Final handoff links resolve; Git status clean and remote contains exact SHA,Not Started,Codex,
P20-T006,P20,"Final documentation, evidence, cleanup and inspection handoff",P0,Verify academic diagrams can be regenerated cleanly with no crossing lines and reflect actual relationships/multipliciti,Verify academic diagrams can be regenerated cleanly with no crossing lines and reflect actual relationships/multiplicities.,P19,"NFR-AUD-001,NFR-MNT-001,NFR-DATA-001",Final handoff; Complete traceability; Updated diagrams/docs; Final verification evidence; Exact pushed review SHA,Clean clone setup passes; Full verification and CI pass at final SHA; All MUST requirements are implemented or approved exceptions; Final handoff links resolve; Git status clean and remote contains exact SHA,Not Started,Codex,
P20-T007,P20,"Final documentation, evidence, cleanup and inspection handoff",P0,Run clean-clone bootstrap and full verification one final time,Run clean-clone bootstrap and full verification one final time.,P19,"NFR-AUD-001,NFR-MNT-001,NFR-DATA-001",Final handoff; Complete traceability; Updated diagrams/docs; Final verification evidence; Exact pushed review SHA,Clean clone setup passes; Full verification and CI pass at final SHA; All MUST requirements are implemented or approved exceptions; Final handoff links resolve; Git status clean and remote contains exact SHA,Not Started,Codex,
P20-T008,P20,"Final documentation, evidence, cleanup and inspection handoff",P0,"Ensure worktree is clean, branch is pushed and CI is green at the exact final SHA","Ensure worktree is clean, branch is pushed and CI is green at the exact final SHA.",P19,"NFR-AUD-001,NFR-MNT-001,NFR-DATA-001",Final handoff; Complete traceability; Updated diagrams/docs; Final verification evidence; Exact pushed review SHA,Clean clone setup passes; Full verification and CI pass at final SHA; All MUST requirements are implemented or approved exceptions; Final handoff links resolve; Git status clean and remote contains exact SHA,Not Started,Codex,
P20-T009,P20,"Final documentation, evidence, cleanup and inspection handoff",P0,Complete `templates/FINAL_HANDOFF,"Complete `templates/FINAL_HANDOFF.md` with branch, base/head SHA, tree status, tests, deployment, accounts, artifacts, known limitations and reproduction commands.",P19,"NFR-AUD-001,NFR-MNT-001,NFR-DATA-001",Final handoff; Complete traceability; Updated diagrams/docs; Final verification evidence; Exact pushed review SHA,Clean clone setup passes; Full verification and CI pass at final SHA; All MUST requirements are implemented or approved exceptions; Final handoff links resolve; Git status clean and remote contains exact SHA,Not Started,Codex,
P20-T010,P20,"Final documentation, evidence, cleanup and inspection handoff",P0,Open or update the final pull request; do not merge unless instructed,Open or update the final pull request; do not merge unless instructed.,P19,"NFR-AUD-001,NFR-MNT-001,NFR-DATA-001",Final handoff; Complete traceability; Updated diagrams/docs; Final verification evidence; Exact pushed review SHA,Clean clone setup passes; Full verification and CI pass at final SHA; All MUST requirements are implemented or approved exceptions; Final handoff links resolve; Git status clean and remote contains exact SHA,Not Started,Codex,
